lose your shirt
stand pat
Take a walk!
beat a hasty retreat
drop a bombshell
flavor of the month
go out on the town
catch someone red-handed
clear as mud
full of beans
raining cats and dogs
act your age
affair of the heart
all kidding aside
eat dirt
first crack at
have a quiet word with
jump out of your skin
slow on the uptake
take the fifth
cry over spilt milk
play hooky
take a leak
take your lumps
bird's eye view
bull in a china shop
dressed to kill
end on a high note
strike a bargain
cheesed off
make a stink
shipshape
take a fancy to
lily-livered
ratbag
Beat it!
have a leg up
hear it through the grapevine
on the button
put the kibosh on
get in your head
give someone to understand
the boys in blue
back-handed compliment
Hobson's choice
like a fish out of water
salad days
sit up with someone
wet behind the ears
live high on the hog
that will be the day
at death's door
as old as the hills
at your wit's end
get inside your head
treat with kid gloves
end on a positive note
hit the ceiling
nothing to sneeze at
a freak-out
cloud the issue
psych up
slim pickings
throw someone a bone
tough act to follow
a close shave
born with a silver spoon in your mouth
let sleeping dogs lie
lose favor
monkey around
shake in your boots
tie up loose ends
to rule
hang someone out to dry
not know someone from Adam
the jig is up
to all appearances
a white lie
henpecked
cramp someone's style
it's on me
keep your hand in
lick your chops
on the house
work your tail off
burn the candle at both ends
have your eye on someone
heart isn't in
hold fire
hold the purse strings
on pins and needles
small potatoes
bean counter
drive into the ground
have a gander
in the doghouse
keep your nose clean
method in your madness
take a gander
take your medicine
will never fly
wimp out
a smart cookie
caught between a rock and a hard place
go flat out
great minds think alike
legal eagle
run a temperature
at a loose end
druthers
maintain a low profile
put on an act
ballpark figure
by all appearances
die of a broken heart
Dutch courage
hard as nails
red-letter day
set in concrete
kiss up to
skeleton(s) in the/your cupboard
talk turkey
whistle in the dark
ace up your sleeve
fine-toothed comb
free as a bird
get it through your head
come from far and wide
fluff your lines
Greek to me
on the blink
power behind the throne
see someone home
the ABCs of
yellow-bellied
control the purse strings
down to brass tacks
hopping mad
keep the ball rolling
life of Riley
down for the count
get on in years
monkey about
cool as a cucumber
donkey work
mad about
pile out
read the writing on the wall
swing for the fences
the long and the short of it
hush money
pour your heart and soul into
scare the pants off someone
sell a bill of goods
set your teeth on edge
shake a leg
the honeymoon is over
a bird in the hand is worth two in the bush
quick off the mark
a man of his word
a pig in a poke
at a pinch
bawl out
kick a ball around
neck on the line
smell fishy
walk on air
beat a path to someone's door
dog tired
everything but the kitchen sink
pull rank
put the squeeze on
save your breath
irons in the fire
meet your Waterloo
right as rain
save someone's neck
score to settle
time heals all wounds
a yes-man
agree to differ
carry through with
Christ
fall apart at the seams
keep your temper
put on airs
advanced in years
cut class
keep your eyes on the prize
out for blood
scared out of your wits
above your pay grade
damn with faint praise
full of hot air
get clear of
knuckle under
without batting an eye
a bad egg
all joking aside
back the wrong horse
beat the traffic
caught between the devil and the deep blue sea
jump down someone's throat
keep at arm's length
scrape the surface
strike while the iron is hot
turn your mind to it
bang your head against a brick wall
go in one ear and out the other
look a gift horse in the mouth
more than one way to skin a cat
on your own free will
put it in a nutshell
came out wrong
drive a hard bargain
give someone a buzz
Heath Robinson
here today, gone tomorrow
hit the bottle
summon up your courage
take the gloves off
that ship has sailed
time marches on
behind the eight ball
checkered past
fill the bill
twist the knife
up to the mark
a sight for sore eyes
crank
etched in stone
pushed for time
the penny drops
ante up
beat the clock
bush-league
come unglued
have a bone to pick with
there's no time to lose
bring to heel
feel like a million bucks
fit as a fiddle
hit pay dirt
roll over in your grave
to cash in your chips
a hard pill to swallow
easy come, easy go
keep your nose to the grindstone
kick someone around
look alive
pardon my French
put your nose to the grindstone
the gloves are off
a mile a minute
blow a gasket
climb the walls
fly the coop
give someone the willies
on again, off again
haul someone over the coals
make a fuss over
a backroom deal
bend someone's ear
fall from favor
kick up a stink
lay your cards on the table
poke your nose into
put under the microscope
turn on the heat
until you are blue in the face
have one foot in the grave
up to your eyes
sow your wild oats
take someone for a ride
bite your head off
do a good turn
go down swinging
like gangbusters
shake like a leaf
stark raving mad
fiddle about with
get on your soapbox
keyed up
spoiling for a fight
turn back the hands of time
a cold day in hell
change horses
hat in hand
have green fingers
hit the hay
in the blood
lead up the garden path
line of least resistance
once the dust settles
put your two cents worth in
teething troubles
albatross around your neck
brown-nose
one for the road
shoot for the moon
sound someone out
(be) curtains for
ear-piercing
get in your own way
get on the bandwagon
jack up the price
back to the grind
blow a fuse
clap eyes on
mum's the word
no spring chicken
that's all she wrote
a chip off the old block
a hard nut to crack
get the runaround
hammer out a deal
have eyes on
no great shakes
raise a stink
take a crap
hold up your end of the bargain
a laugh a minute
do an about face
duck soup
flat as a pancake
gild the lily
have a good thing going
in seventh heaven
kit and caboodle
know what's what
leap to conclusions
raise a fuss
wait on hand and foot
a target on someone's back
dead to the world
give no quarter
guilty as sin
have a high time
in high dudgeon
to throw the first stone
beat the pants off
blow your own horn
feast or famine
get off on the wrong foot
move up in the world
talk someone's ear off
ten-a-penny
turn over in your grave
get-up-and-go
kick up your heels
not know if you are coming or going
on the fritz
put your cards on the table
You can say that again!
a peach
clean as a whistle
mad as a hatter
make eyes at
put you in the picture
down the gurgler
have a brush with
lay it on thick
put a sock in it
baptism by fire
bright-eyed and bushy-tailed
go into orbit
I'm afraid so.
that's the way the cookie crumbles
whoop it up
for the birds
get your ducks in a row
make a meal out of
not long for this world
pinch pennies
pitch a fit
conniption (fit)
go off half cocked
hit the trail
keep your ears open
muck with
pure as the driven snow
sleep like a log
square deal
stick in your throat
talk in circles
thick as thieves
to take the words out of someone's mouth
turn around and leave
wear the trousers
a month of Sundays
a put-down
no skin off my nose
work yourself up to
knock you dead
not have a prayer
pull your own weight
under the wire
hunt and peck
leave a sinking ship
put the screws to/on
swan about
get a word in edgewise
millstone around your neck
out of a jam
spic and span
fresh as a daisy
look out for number one
separate the men from the boys
walk it off
break your neck
not half bad
pull up stakes
slow off the mark
cry over spilled milk
drink like a fish
grab the bull by the horns
hear it on the grapevine
keep your pants on
raise a ruckus
rub salt into the wound
sweat blood
a bundle of nerves
a dose of your own medicine
asleep at the switch
at sixes and sevens
flip your lid
have your day in the sun
keep the home fires burning
rub salt in the wound
wait for the other shoe to drop
a come on
here goes nothing
in for a penny, in for a pound
so much the worse
stick in the mud
grouse about
set your mind at ease
take a hand in
work your fingers to the bone
a high-flyer
a tall tale
hit the head
keep a stiff upper lip
leave someone holding the baby
only have eyes for
call it even
man of means
out for the count
down cold
excuse my French
half a mind to
hang fire
have a bee in your bonnet
have a foot in both camps
too big for your britches
a slave driver
all the marbles
ask for the moon
in a snit
pushing up daisies
put one over on
raise Cain
strike it lucky
work someone into the ground
a ghost of a chance
count your lucky stars
go fly a kite
make a pit stop
on the horns of a dilemma
rush to conclusions
start off on the right foot
as plain as the nose on your face
by fair means or foul
have a lump in your throat
share and share alike
talk through your hat
teach someone the ropes
ugly as sin
break your back
build to order
low on the totem pole
take down a peg
enough to go round
snow job
color outside the lines
colour outside the lines
drop the hammer
hop to it
keep your end of the bargain
lead down the garden path
plead the fifth
as easy as ABC
fourth-rate
give an ear
hard-shelled
he who pays the piper calls the tune
not born yesterday
put under a microscope
see the handwriting on the wall
the boot is on the other foot
a bolt out of the blue
casual Friday
odds and sods
out like a light
play your cards well
put on your thinking cap
wake up on the wrong side of the bed
a kick in the guts
hop on the bandwagon
run rings round
take a pee
carry through on
five o'clock shadow
from soup to nuts
get your wires crossed
go up in the world
shape up or ship out
a brown-noser
come to a bad end
get off on the right foot
go the way of all flesh
have your heart in your mouth
horse sense
penny wise and pound foolish
quiet as a mouse
(as) pretty as a picture
a heel
boot up your computer
carry your own weight
feel out of sorts
get a word in edgeways
raise the ante
set your mind at rest
after the dust settles
ear candy
give someone the rundown
make your toes curl
money for old rope
pick a quarrel
talk out of turn
time is a great healer
a black look
happy as a clam
out of your tree
quick on the draw
regular as clockwork
eager beaver
put out feelers
wrap someone around your little finger
at loose ends
come by something honestly
feel like a million dollars
liquid courage
quick on the uptake
start off on the wrong foot
can't believe your eyes
cry uncle
go over big
pull wires
screw up your courage
tiger by the tail
a cold fish
chicken scratch
kick at the can
more's the pity
soft-pedal
trade upon
live by your wits
make a clean breast of
a bunch of baloney
bring up short
come up roses
down in the mouth
give the last word
horse of a different color
make free with
see a man about a dog
smoke like a chimney
go out of favor
lower the boom
on the lines of
regain your feet
sling your hook
What are you waiting for? Chirstmas?
without batting an eyelash
a weight off your shoulders
beat hollow
keep it under your hat
make out like a bandit
penny-ante
pick to pieces
separate the sheep from the goats
swift and sure
when hell freezes over
Don't count your chickens before they hatch.
get the show on the road
handle with kid gloves
stuffed shirt
wash your dirty linen in public
a little bird told me
as simple as ABC
beat the bushes
forty winks
get a buzz out of
without any strings attached
blow your stack
bluestocking
carrot on a stick
clear sailing
go off at a tangent
keep your shirt on
name is mud
nose about
little love lost
month in month out
penny pincher
a penny for your thoughts
blow your lines
Get off someone's case!
get this show on the road
knock into shape
ride the bench
soft in the head
top banana
a rotten egg
all thumbs
give someone the shirt off your back
ear-popping
spot on the money
air your dirty laundry in public
beauty rest
gut response
monkey around with
strike oil
watch your butt
wet blanket
abandon a sinking ship
as busy as a bee
eat like a bird
frosting on the cake
grind to a standstill
make a deadline
say uncle
take the ball and run with it
that makes two of us
the whole ball of wax
the whole shooting match
wish for the moon
a little birdie told me
card shark
desert a shinking ship
hang a right
out of a mess
packed in like sardines
a day late and a dollar short
a load of baloney
cook your goose
have two strikes against
turn the air blue
until hell freezes over
a tall story
Bob's your uncle!
bust your hump
hold your temper
pick an argument
run round in circles
stretch the rules
bet on the wrong horse
come straight to the point
cut a rug
fit to be tied
give the final word
green around the gills
keep both feet on the ground
like two peas in a pod
live up to your end of the bargain
not raise a finger
stir up a hornets nest
work through channels
bet your boots
nosey parker
turn the knife
at one another's throats
cry for the moon
give an arm and a leg
happy as a lark
have to lump it
hurl
live high off the hog
lull before the storm
memory like a sieve
mind your Ps and Qs
not by a long chalk
as honest as the day is long
come to no good
give yourself airs
go easy with
not enough room to swing a cat
put on a brave front
put up a brave front
quick on the trigger
rolling in dough
sleep like the dead
you're telling me
bark is worse than their bite
get the lead out
in a black mood
put on a good face
run up the flagpole
Break a leg!
buy for a song
catch someone on the hop
get the final word
have a frog in your throat
make it snappy
pick up the ball and run with it
press your luck
switch horses
beyond your pay grade
catch someone off-balance
cloud the picture
French leave
get out of someone's hair
scut work
worm your way in
a finger in every pie
all over bar the shouting
get up in years
stack the cards
talk someone's head off
wear several hats
bats in the belfry
bring someone down a notch
carry your heart on your sleeve
fair to middling
hit you where you live
pin your faith on
sleep like a rock
think beyond the box
come up in the world
month in and month out
neck on the chopping block
put your tail between your legs
rip off the Bandaid®
rob the cradle
slip between the cracks
steaming mad
work the bugs out
zip your lip
a high-flier
take down a notch
tuck your tail between your legs
upon the heels of
beneath your breath
bring someone down a peg
come to an untimely end
dress down day
have two bites of the cherry
put up a brave face
strike a happy medium
thumb a ride
your eyes pop out of your head
blow your cool
hash over
have a high old time
I figured as much.
make the feathers fly
see a man about a horse
wash your dirty laundry in public
well begun is half done
all over but the shouting
can't make head or tail of it
cut two ways
free as the wind
full of baloney
full of the joys of spring
get a charge out of
go out on the razzle
lick into shape
read the handwriting on the wall
tickled to death
win by a nose
go jump in the lake
hold on to your hat
meet an untimely end
a bullseye on someone's back
a kick in the stomach
card sharp
chafe at the bit
come to heel
get in someone's hair
go jump in a lake
mind your step
nutty as a fruitcake
beat your head against a brick wall
beyond your depth
can't believe your ears
cash on the barrelhead
catch someone at a bad time
equal to the occasion
hang on to your hat
mad as a March hare
make your flesh crawl
not do by halves
put on the Ritz
run to seed
shoot the bull
stare daggers at
stick in your gullet
tire kicker
toss your hat in(to) the ring
wait for your ship to come in
wouldn't say boo to a goose
in a stew
keep your pecker up
knock down a peg
moaning Minnie
spit in the eye of
that's the way the ball bounces
tip the waiter
win by a whisker
your eyes are bigger than your stomach
air your dirty linen in public
beside the mark
cash on the nail
climb on the bandwagon
close-fisted
crack a book
crazy as a loon
cut a fine figure
fight a running battle
free as air
get along on a shoestring
get the bugs out
have a yellow streak
have both feet on the ground
let well enough alone
throw in the sponge
toe the mark
woman of means
a lot of baloney
an apple polisher
bat a thousand
below your breath
could eat a horse
get a buzz on
look like a drowned rat
make a pig's ear of
beat your own drum
free as the air
kick around somewhere
mind your own beeswax
route of least resistance
worth your weight in salt
beside the question
fit as a flea
like a house afire
mind like a steel trap
tremble like a leaf
a kick in the seat
a kick in the seat of the pants
a woman of her word
bang your own drum
catch someone at the wrong time
feeling in your bones
left-handed compliment
monkey about with
sleep like a stone
snap your head off
take a whiz
win by a hair
as busy as a beaver
cash on the barrel
drive someone up the wall
get along in years
give someone heck
lie down on the job
look daggers at
make your own bed
pull in your belt
put on a good front
water over the dam
a goof-off
come up smelling like roses
cut out the dead wood
ears turn red
get by on a shoestring
half a notion to
have a rare old time
make a hash out of
make fast work of
make the fur fly
turn up like a bad penny
yell bloody murder
clean up loose ends
get a bang out of
in someone's black books
knock your head against a brick wall
like a dog with two tails
look like something the cat dragged in
meet a bad end
mind like a sponge
pick and shovel work
put up a good front
skate close to the edge
twist someone around your little finger
wrap up loose ends
a fine state of affairs
bark is bigger than their bite
kick at the cat
lie like a dog
put up a good face
squashed in like sardines
cook the accounts
full of bologna
have a buzz on
have two bites of the apple
hit a happy medium
in the bat of an eye
kick around an idea
knock down a notch
make up the couch
mind like a sieve
muff your lines
quake like a leaf
quiet as a cat
rub someone's fur the wrong way
twist your rubber arm
wind someone around your little finger
clear up loose ends
cut your eyeteeth on
have a stormy brow
lay down on the job
send for a loop
sleep like a top
take your belt in a notch
toot your own whistle
wear a stormy brow
your eyes are bigger than your belly
A Bit Much
A Bite at The Cherry
A Busy Bee
A Cat Has Nine Lives
A Cat in Gloves Catches No Mice
A Cat Nap
A Cold Day In July
A Cold Fish
A Cut Above
A Cut Below
A Day Late And A Dollar Short
A Dog in The Manger
A Few Sandwiches Short Of A Picnic
A Good Deal
A Great Deal
A Guinea Pig
A Hair’s Breadth
A Home Bird
A Hundred And Ten Percent
A Lame Duck
A Leg Up
A Lemon
A Life Of Its Own
A Little Bird Told Me
A Little Bird Told Me
A Little from Column A, a Little from Column B
A Lone Wolf
A Lot on One’s Plate
A Million and One
A Notch Above
A Penny for Your Thoughts
A Penny Saved is A Penny Earned
A Picture Is Worth a Thousand Words
A Plum Job
A Rare Bird
A Scaredy-Cat
A Second Bite At The Cherry
A Sight for Sore Eyes
A Sitting Duck
A Snowball’s Chance in Hell
A Stitch in Time Saves Nine
A Stone’s Throw
A Storm in a Teacup
A Tall Order
A Week Is A Long Time In _____
About Time
About To
Above And Beyond
Above Board
Above The Law
Above The Salt
Above Water
Accident Of Birth
Accident Waiting To Happen
According To Hoyle
Ace In The Hole
Ace Up One’s Sleeve
Acid Test
Acknowledge The Corn
Acquired Taste
Across The Board
Across The Pond
Act High and Mighty
Act Of Congress
Act One’s Age
Actions Speak Louder Than Words
Achilles’ Heel
Add Fuel To The Fire
Add Insult To Injury
Add Insult to Injury
After One’s Own Heart
After The Fact
After The Lord Mayor’s Show (UK)
Against The Clock
Against the Clock
Against The Grain
Against The Run Of Play
Age Before Beauty
Agree To Disagree
Agreement In Principle
Aha Moment
Ahead Of One’s Time
Ahead Of The Curve
Ahead Of The Curve
Ahead Of The Game
Air Rage
Airy Fairy
Albatross Around One’s Neck
Alive and Kicking
All Along
All And Sundry
All Bark And No Bite
All Bets Are Off
All Dressed Up And Nowhere To Go
All Ears
All Eyes And Ears
All Eyes Are On
All Fur Coat And No Knickers
All Hands on Deck
All Hat And No Cattle
All Hell Breaks Loose
All In A Day’s Work (Excl.)
All In Good Time
All in One Piece
All It’s Cracked Up To Be
All Mouth And No Trousers
All Over But The Shouting
All Over Hell’S Half Acre
All Over The Board
All Over The Map
All Over The Place
All Rights Reserved
All Roads Lead to Rome
All Set
All Sizzle And No Steak
All Talk and No Trousers
All Told
All That Jazz
All The Marbles
All The Rage
All the Rage
All The Same
All The Tea In China
All Things Being Equal
All Things Considered
All Thumbs
All Very Well
All Wet
Along The Lines Of
Amateur Hour
Amber Gambler
Amber Nectar
American Dream (The)
An Apple a Day Keeps the Doctor Away
An Axe
An Early Bird
An Eye for an Eye
An Offer One Can’t Refuse
Ancient History
And All That
And Counting
And Change
And His Mother
And So Forth
And So On
And The Like
And Then Some
Another Nail In One’s Coffin
Answer Back
Ants In Your Pants
Any Port in a Storm
Any Tom, Dick or Harry
Angel’s Advocate
Angle For
Apple of One’s Eye
Apple of Someone’s Eye
Apples and Oranges
Apples and Oranges
Arm Candy
Armed to the Teeth
Around the Clock
As American as Apple Pie
As Far as I Can Throw (someone)
As Fit as A Fiddle
As Pale as A Ghost
As Pale as Death
As Poor as a Church Mouse
As Red as A Cherry
Asleep at the Wheel (Switch)
At Death’s Door
At Each Other’s Throats
At Loggerheads
At Loggerheads
At Sixes and Sevens
At the Drop of a Hat
At the Eleventh Hour
At the End of One’s Rope (Tether)
At the End of the Day
At Wit’s End
Babe In Arms
Babe In The Woods
Babe Magnet
Baby Blues
Baby Boomer
Babysitter Test
Back And Forth
Back At You
Back Burner (On The)
Back Forty
Back in the Day
Back Of Beyond
Back Office
Back on One’s Feet
Back to Square One
Back to Square One
Back to the Drawing Board
Back to the Salt Mine(s)
Back to the Salt Mines
Back the Wrong Horse
Backing and Filling
Backseat Driver
Backseat Driver
Bad Apple
Bad Blood
Bad Egg
Bad Taste In One’s Mouth
Bag of Tricks
Bail Out
Ball and Chain
Ballpark Figure
Banner Year
Bang for Your Buck
Bang for Your Buck
Bang One’s Head Against the Wall (Against a Brick Wall)
Baptism by Fire
Bar Fly (or Barfly)
Bare One’s Heart (Soul)
Bark Up the Wrong Tree
Basket Case
Bat/Play for Both Teams
Bat/Play for the Other Team
Batten Down the Hatches
Batten Down the Hatches
Be A Barrel of Laughs
Be A Cold Day In Hell
Be An Item
Be Footloose and Fancy-Free
Be Head Over Heels (In love)
Be in Seventh Heaven
Be in Two Minds (about something)
Be Like Chalk and Cheese
Be Lovey – Dovey
Be on the Mend
Be Snowed Under
Bean Counters
Bean Counters
Beat Around the Bush
Beat Someone To The Draw
Beat Someone to the Punch
Beat the Drum for (Something)
Beauty Is Only Skin Deep
Bed of Roses
Bedroom Eyes
Bee in One’s Bonnet
Beggar Thy Neighbor
Behind the Eight (or 8) Ball
Behind the Scenes
Behind the Times
Bell the Cat
Bells And Whistles
Belly Laugh
Bend an Elbow
Best (Greatest) Thing Since Sliced Bread
Best of Both Worlds
Bet One’s Bottom Dollar (On Something)
Bet the Farm
Better late Than Never
Between a Rock and a Hard Place
Between the Devil and the Deep Blue Sea
Beyond the Pale
Beyond the Shadow of a Doubt
Big Apple
Big Brother
Big Cheese
Big Deal
Big Fish
Big Picture
Big time
Birds of a Feather
Bird’s-Eye View
Bite Off More Than You Can Chew
Bite the Bullet
Bite the Hand That Feeds You
Bitter Pill to Swallow
Black and White
Black Eye
Black Sheep
Black-and-Blue
Blank Check
Blind Date
Blinded by Love
Blood and Thunder
Blow Away the Cobwebs
Blow Hot and Cold
Blow Off Steam
Blow One’s Top
Blow One’s Stack
Blow the Cobwebs Away (or Out of Something)
Blow the Whistle
Blow Up
Blow Your Own Trumpet
Blue Blood (adj. blue-blooded)
Blue Eyed Boy
Blue Light Special
Bob’s Your Uncle
Bolt From the Blue
Bone Dry
Born on The Wrong Side of the Blanket
Borrow Trouble
Bottom of the Barrel
Boy Toy
Boys will be Boys
Brainstorm
Break a Leg
Break Out in A Cold Sweat
Break the Bank
Break The Ice
Break up/ Split up (With Somebody)
Bring Home the Bacon
Bringing a Knife to a Gunfight
Brush Under the Carpet
Bucket List
Bull in a China Shop
Bump in the Road
Bundle Up
Burn One’s Bridges
Burn the Candle at Both Ends
Burn the Candle at Both Ends
Burn the Midnight Oil
Burn the Midnight Oil
Bury (Hide) One’s Head In the Sand
Bury the Hatchet
Business as Usual
Busman’s Holiday (UK)
Busman’s Holiday
Busted Flush
Butter Wouldn’t Melt in (Someone’s)
Buy a Pig in a Poke
Buy Time
By a Whisker
By All Means
By Hook or by Crook
By the Skin of One’s Teeth
By Word of Mouth
Call a Spade a Spade
Call It a Day
Call It a Night
Call the Shots
Call the Tune
Can’t See the Forest for the Trees
Can’t Swing A Dead Cat In (Place)
Carrot-and-Stick (Approach)
Carry a Torch (for)
Carry Coals To Newcastle
Carry the Can
Cash In One’s Chips
Cash-Strapped
Cast the First Stone
Castle in the Air
Cat Fight
Cat Got Your Tongue?
Cat on a hot tin roof
Cat-and-Mouse (adj.)
Catch One’s Death of Cold
Catch Some Rays
Catch Someone’s Eye
Catch-22
Cat’s Paw
Caught Red-Handed
Circle the Wagons
Claim to Fame
Clean Up Nicely
Clear the Air
Clip Someone’s Wings
Close, But No Cigar
Cock and Bull Story
Cock-A-Hoop
Cold Day in Hell
Come By Something Honestly
Come Clean
Come Hell or High Water
Come Out in the Wash
Come Out of the Closet
Come Out Swinging
Come Rain and Shine
Come to Grips With
Come to Terms With (Something)
Coming Down the Pike
Cook Someone’s Goose
Cook Up a Storm
Cooking Up a Storm
Cool as A Cucumber
Cool Cat
Cool Your Heels
Couch Potato
Crash a Party
Crickets
Cross to Bear
Crunch Time
Crunch the Numbers
Cry Over Spilt (USA
Cry Wolf (verb)
Cry Your Eyes Out
Cry Your Eyes Out
Curiosity Killed The Cat
Cut (Someone) To the Quick
Cut Corners
Cut It Fine
Cut Off Your Nose to Spite Your Face
Cut Someone Some Slack
Cut to the Chase
Cut the Gordian Knot
Cut the Mustard
Cut Your Teeth on Something
Cutting-Edge
Champagne taste on a beer budget
Change Horses in Midstream
Change of Heart
Change One’s Tune
Changing of the Guard
Chase Rainbows
Cheap Shot
Cherry-Pick
Cherry-Pick
Chew the Fat
Chickens Come Home To Roost
Child’s Play
Chill Out
Chin Music
Chin Up/ Keep Your Chin Up
Chip off the Old Block
Chomp (Champ) at the Bit
Chomp at the Bit
Chop Chop
Chop Shop
Chuck a Wobbly
Da Man (Slang)
Dance to Someone’s Tune
Dance with the Devil
Dark Horse
Darken Someone’s Door (Step)
Dead Ahead
Dead as the Dodo
Dead Eye
Dead Heat
Dead of Winter
Dead ringer
Dead Run
Dead Shot
Deep Pockets
Deliver the Goods
Devil’s Advocate
Dirty Look
Do 12-Ounce Curls
Dodge a Bullet
Doesn’t Amount to a Hill of Beans
Dog Days of the Summer
Dog in the Manger
Dog-and-Pony Show
Dog-Eat-Dog
Don’t Judge a Book by Its Cover
Don’t Cry Over Spilled Milk
Don’t Look a Gift Horse in the Mouth
Double-Dip
Double-Edged Sword
Down in the Dumps
Down the Road
Drag One’s Feet (or Heels)
Drag Your Feet
Drain the Lizard
Draw a Blank
Draw a Line in the Sand
Draw a Line Under (Something)
Draw a Long Bow
Draw the Line
Dressed Up to the Nines
Drink the Kool-Aid
Drive a Hard Bargain
Drive a Hard Bargain
Drive a Wedge Between
Drive Someone Up the Wall
Drop a Line
Drop the Ball
Dry Run
Dutch Courage
Dutch Uncle
Dyed-In-The-Wool (adj.)
Eager beaver
Eagle-Eyed
Early Bird [noun or adjective]
Eat Crow
Eat Humble Pie
Eat Someone’s Lunch
Eat Your Heart Out!
Eighty-Six (v.)
Elephant in the Room
Elevator Music
Elevator Pitch
Eleventh Hour
Even Steven
Every Dog Has His (Its)
Every Man and His Dog
Every Man for Himself
Excused Boots
Face the Music
Face the Music
Fall for Something
Fall in Love with Somebody
Fall Off the Wagon
Fall on One’s Sword
Fall Prey to
Fancy Someone (British English)
Farther (On) Down the Road
Farther (On) Down the Road
Fashion-Forward
Fat Cat
Father Figure
Feast Your Eyes On
Feather in One’s Cap
Feather One’s (Own) Nest
Feather One’s Nest
Fed Up With
Feel Like a Million Dollars
Feel On Top of The World
Fell off a Truck
Fell off the Back of a Lorry
Fifteen Minutes of Fame
Fifth Wheel
Fight Fire with Fire
Fight Like Cat and Dog
Find One’s Voice
Find Your Feet
Finger-Pointing
Finger-Pointing
Fire in the Belly
First In, Best Dressed
Fish for Compliments
Fish or Cut Bait (usually an exclamation)
Fish Out of Water
Five-Finger Discount
Flash in the Pan
Flat Broke
Flat Out Like a Lizard
Flesh and Blood
Flew the Coop
Flip-Flop (v. or n.)
Fly by the Seat of One’s Pants
Fly High
Fly Off The Handle
Fly off the Handle
Follow In Someone’s Footsteps (Tracks)
Follow Your Heart
Food for Thought
For a Song
For a Song
For Crying Out Loud (excl.)
For Xyz Reasons
Foul Play
Fourth Estate
Fox in the Henhouse (Chickenhouse)
Freak Out
French Leave
Freudian Slip
From Pillar to Post
From Scratch
From Soup to Nuts
From the Bottom of One’s Heart
FUBAR
Fu** (Or Screw) The Dog (Pooch)
Full Fathom Five
Full of the Joys of Spring
Game of Chicken
Get A Charley Horse
Get A Word In Edgewise
Get Along (with Someone)
Get Bent Out of Shape
Get Carried Away
Get In on the Ground Floor
Get in Shape
Get Off Scot Free
Get Off Scot Free
Get One’s Ducks in a Row
Get One’s Hands Dirty
Get Someone’s Goat
Get To Grips With
Get the Ball Rolling
Get the Picture
Get the Runaround
Get the Sack, Be Sacked
Get the Third Degree
Get Wind of
Get With the Program
Go Along (With)
Go Ape
Go Ballistic
Go Bananas
Go Bananas
Go Belly Up
Go Berserk
Go Bonkers
Go Cold Turkey
Go Down in Flames
Go Mental
Go Nuclear
Go Nuts
Go Off Half-Cocked
Go Off the Deep End
Go Off The Rails
Go Out on a Limb
Go Pear-Shaped
Go See a Man About a Dog
Go to the Dogs
Go to the Mattresses
Go the Extra Mile
Go Under the Knife
Go Viral
Go with the Flow
Grab (Take) the Bull by the Horns
Grasp (Grab) at Straws
Grease Monkey
Grease the Wheels
Greasy Spoon
Green Around the Gills
Green as Grass
Grind One’s Teeth
Guilty Pleasure
Guinea Pig
Give and Take
Give ’em Hell (often excl.)
Give Lip Service to
Give Lip Service
Give One’s Two Cents (That’s My Two Cents)
Give Someone a Holler
Give Someone a Piece of Your Mind
Give Someone a Run for Their Money
Give Someone an Earful
Give Someone the Cold Shoulder
Give Someone The Old Heave-Ho
Give Something a Whirl
Give the Green Light
Hail Mary (n. or adj.)
Hair of the Dog (That Bit You)
Hands are Tied
Hands Down
Hang It Up
Hang Tough
Hanging by a Thread
Happy-Go-Lucky
Hard Nut to Crack
Has the Cat Got Your Tongue?
Hat Trick
Hatchet Job
Haul Over the Coals
Have (one’s) head in the clouds
Have A Ball
Have a Bone to Pick (with Someone)
Have a Bone to Pick (with Someone)
Have a Chip on One’s Shoulder
Have a Dog in the Hunt (Fight, Race)
Have a Lead Foot
Have a Lot on One’s Plate
Have a Lot Riding On (Something)
Have a Nose for (Something)
Have a Screw Loose
Have a Tough Row to Hoe
Have A Whale of A Time
Have an Ace Up One’s Sleeve
Have Bigger Fish to Fry
Have Egg on Your Face
Have Foot-in-Mouth Disease
Have Hand of Aces/Hold All the Aces
Have It Out with Someone
Have One Foot in The Grave
Have One Over the Eight
Have One Too Many
Have One’s Cake and Eat It, Too
Have Skin in the Game
Have Something in the Bag
Have the Hots for (Somebody)
Have the Hots for Somebody
Have The Time of Your Life
Have the Time of Your Life
Have Your Nose in the Air
Have Your Say
Have Your Thumb Up Your Ass
He Who Laughs Last Laughs Best
He Would Put Legs Under A Chicken
Head (Go) South
Head and Shoulders Above
Head and Shoulders
Head Start
Heads Up (excl.)
Heads Up!
Heads Will Roll (Are Going to Roll)
Heads Will Roll (Are Going to Roll)
Hear (Something) Through the Grapevine
Heart and Soul
Heavens Open
Heavy Hitter
Helicopter Parenting
Hell for Leather
High as a Kite
High as a Kite
High as a Kite
Hightail It (Out of There)
Highways and Byways
Hit a Wall
Hit It Out of the Park
Hit the Books
Hit the Ground Running
Hit the Hay
Hit the Jackpot
Hit the Nail on the Head
Hit the Road
Hit the Roof
Hit the Roof
Hit the Sack
Hit the Spot
Hive Mind
Hobson’s Choice
Hold One’s Liquor
Hold One’s Peace
